Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Date,Team,Unnamed: 2,Opp,Result,GmSc,+/-
2019-20,23.0,MIA,NBA,C,2,0,6.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,1.0,0.5,1.5,0.0,0.0,0.0,0.5,0.5,1.0,Kyle Alexander,,,,,,,
Career,,,NBA,,2,0,6.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,1.0,0.5,1.5,0.0,0.0,0.0,0.5,0.5,1.0,Kyle Alexander,,,,,,,
2020-21,22.0,PHO,NBA,SG,15,0,3.1,0.2,0.8,0.25,0.1,0.6,0.222,0.1,0.2,0.333,0.333,0.1,0.1,0.5,0.1,0.5,0.7,0.4,0.0,0.1,0.2,0.1,0.6,Ty-Shon Alexander,,,,,,,
Career,,,NBA,,15,0,3.1,0.2,0.8,0.25,0.1,0.6,0.222,0.1,0.2,0.333,0.333,0.1,0.1,0.5,0.1,0.5,0.7,0.4,0.0,0.1,0.2,0.1,0.6,Ty-Shon Alexander,,,,,,,
1991-92,22.0,GSW,NBA,C,80,28,16.9,3.0,5.7,.529,0.0,0.0,.000,3.0,5.7,.531,.529,1.3,1.9,.691,1.3,2.9,4.2,0.4,0.6,0.8,1.1,2.2,7.4,Victor Alexander,,,,,,,
1992-93,23.0,GSW,NBA,C,72,59,24.3,4.8,9.3,.516,0.1,0.3,.455,4.6,9.0,.518,.523,1.5,2.3,.685,1.8,4.0,5.8,1.3,0.5,0.7,1.7,3.0,11.2,Victor Alexander,,,,,,,
1993-94,24.0,GSW,NBA,C,69,39,19.1,3.9,7.3,.530,0.0,0.2,.154,3.8,7.1,.540,.532,1.0,1.9,.527,1.7,2.8,4.5,1.0,0.4,0.5,1.2,2.4,8.7,Victor Alexander,,,,,,,
1994-95,25.0,GSW,NBA,C,50,29,24.7,4.6,8.9,.515,0.1,0.5,.240,4.5,8.4,.531,.521,0.7,1.2,.600,1.7,4.1,5.8,1.2,0.6,0.6,1.5,2.9,10.0,Victor Alexander,,,,,,,
1995-96,26.0,"Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)","Did Not Play (waived—acquired by Toronto Raptors, traded to then waived by New York Knicks)",Victor Alexander,,,,,,,
1996-97,27.0,"Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)","Did Not Play (other pro league—Argentina, Puerto Rico)",Victor Alexander,,,,,,,
1997-98,28.0,Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Victor Alexander,,,,,,,
1998-99,29.0,Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Victor Alexander,,,,,,,
1999-00,30.0,Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Victor Alexander,,,,,,,
2000-01,31.0,Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Victor Alexander,,,,,,,
2001-02,32.0,DET,NBA,C,15,0,6.5,1.2,3.4,.353,0.0,0.1,.000,1.2,3.3,.367,.353,0.3,0.5,.500,0.5,1.5,1.9,0.4,0.0,0.1,0.3,0.4,2.7,Victor Alexander,,,,,,,
Career,,,NBA,,286,155,20.1,3.8,7.4,.518,0.1,0.2,.286,3.8,7.2,.525,.522,1.1,1.8,.634,1.6,3.3,4.8,0.9,0.5,0.6,1.3,2.5,8.9,Victor Alexander,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victor Alexander,,,,,,,
4 seasons,,GSW,NBA,,271,155,20.9,4.0,7.7,.522,0.1,0.2,.295,3.9,7.4,.529,.526,1.2,1.8,.636,1.6,3.4,5.0,0.9,0.5,0.6,1.4,2.6,9.2,Victor Alexander,,,,,,,
1 season,,DET,NBA,,15,0,6.5,1.2,3.4,.353,0.0,0.1,.000,1.2,3.3,.367,.353,0.3,0.5,.500,0.5,1.5,1.9,0.4,0.0,0.1,0.3,0.4,2.7,Victor Alexander,,,,,,,
,,,,,,*,35,4,12,0.333,2,7,0.286,,,,,2,2,1.0,0,2,2,3,2,0,1,2,12,Nickeil Alexander-Walker,2024-01-29,MIN,@,OKC,W 107-101,8.1,10.0
,,,,,,*,33,4,7,0.571,3,4,0.75,,,,,0,0,,1,3,4,7,1,0,1,1,11,Nickeil Alexander-Walker,2024-01-27,MIN,@,SAS,L 112-113,13.8,2.0
,,,,,,,17,2,4,0.5,1,3,0.333,,,,,1,2,0.5,0,1,1,4,0,0,0,2,6,Nickeil Alexander-Walker,2024-01-25,MIN,@,BRK,W 96-94,5.9,1.0
,,,,,,*,31,2,4,0.5,1,3,0.333,,,,,1,2,0.5,1,4,5,5,1,0,0,2,6,Nickeil Alexander-Walker,2024-01-24,MIN,@,WAS,W 118-107,9.2,8.0
,,,,,,*,30,6,9,0.667,4,6,0.667,,,,,2,2,1.0,0,0,0,2,1,0,1,2,18,Nickeil Alexander-Walker,2024-01-22,MIN,,CHO,L 125-128,14.7,-5.0
1987-88,23.0,DAL,NBA,PG,28.0,0.0,7.0,0.8,2.0,0.382,0.0,0.3,0.125,0.7,1.7,0.426,0.391,0.6,0.6,0.941,0.1,0.7,0.8,0.8,0.6,0.1,0.4,0.8,2.1,Steve Alford,,,,,,,
1988-89,24.0,TOT,NBA,PG,66.0,3.0,13.7,2.2,4.9,0.457,0.3,0.8,0.364,1.9,4.1,0.476,0.488,0.8,0.9,0.82,0.2,0.9,1.1,1.4,0.7,0.0,0.7,0.9,5.5,Steve Alford,,,,,,,
1988-89,24.0,DAL,NBA,PG,9.0,0.0,4.2,0.3,1.2,0.273,0.0,0.2,0.0,0.3,1.0,0.333,0.273,0.1,0.2,0.5,0.0,0.3,0.3,1.0,0.1,0.0,0.1,0.3,0.8,Steve Alford,,,,,,,
1988-89,24.0,GSW,NBA,PG,57.0,3.0,15.2,2.5,5.5,0.463,0.4,0.9,0.377,2.2,4.6,0.481,0.495,0.9,1.0,0.831,0.2,1.0,1.2,1.5,0.8,0.1,0.8,0.9,6.3,Steve Alford,,,,,,,
1989-90,25.0,DAL,NBA,PG,41.0,0.0,7.4,1.5,3.4,0.457,0.2,0.5,0.318,1.4,2.8,0.483,0.482,0.9,0.9,0.946,0.0,0.6,0.6,1.0,0.4,0.1,0.4,0.5,4.1,Steve Alford,,,,,,,
1990-91,26.0,DAL,NBA,PG,34.0,0.0,6.9,1.7,3.4,0.504,0.2,0.7,0.304,1.5,2.8,0.553,0.534,0.8,0.9,0.839,0.3,0.4,0.7,0.6,0.2,0.0,0.5,0.3,4.4,Steve Alford,,,,,,,
Career,,,NBA,,169.0,3.0,9.7,1.7,3.8,0.459,0.2,0.6,0.324,1.5,3.1,0.487,0.487,0.8,0.9,0.87,0.1,0.7,0.9,1.0,0.5,0.1,0.5,0.7,4.4,Steve Alford,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steve Alford,,,,,,,
4 seasons,,DAL,NBA,,112.0,0.0,6.9,1.3,2.9,0.455,0.1,0.5,0.273,1.2,2.4,0.492,0.478,0.7,0.8,0.897,0.1,0.5,0.7,0.8,0.4,0.1,0.4,0.5,3.4,Steve Alford,,,,,,,
1 season,,GSW,NBA,,57.0,3.0,15.2,2.5,5.5,0.463,0.4,0.9,0.377,2.2,4.6,0.481,0.495,0.9,1.0,0.831,0.2,1.0,1.2,1.5,0.8,0.1,0.8,0.9,6.3,Steve Alford,,,,,,,
2018-19,21.0,CHI,NBA,SG,10,1,12.0,1.3,3.9,0.333,0.3,1.2,0.25,1.0,2.7,0.37,0.372,0.8,1.2,0.667,1.1,1.5,2.6,1.3,0.1,0.0,0.8,0.7,3.7,Rawle Alkins,,,,,,,
Career,,,NBA,,10,1,12.0,1.3,3.9,0.333,0.3,1.2,0.25,1.0,2.7,0.37,0.372,0.8,1.2,0.667,1.1,1.5,2.6,1.3,0.1,0.0,0.8,0.7,3.7,Rawle Alkins,,,,,,,
1967-68,,ANA,ABA,C,38,,22.6,3.2,7.4,0.429,0.1,0.1,1.0,3.1,7.3,0.424,0.432,1.5,2.6,0.586,,,7.1,0.6,,,1.0,3.2,7.9,Bill Allen,,,,,,,
Career,,,ABA,,38,,22.6,3.2,7.4,0.429,0.1,0.1,1.0,3.1,7.3,0.424,0.432,1.5,2.6,0.586,,,7.1,0.6,,,1.0,3.2,7.9,Bill Allen,,,,,,,
1968-69,22.0,SFW,NBA,PF,27,,8.6,0.5,1.6,0.326,,,,,,,,0.7,1.3,0.556,,,2.1,0.4,,,,1.0,1.8,Bob Allen,,,,,,,
Career,,,NBA,,27,,8.6,0.5,1.6,0.326,,,,,,,,0.7,1.3,0.556,,,2.1,0.4,,,,1.0,1.8,Bob Allen,,,,,,,
,,,,,,*,13,0,2,0.0,0,0,,,,,,3,4,0.75,0,2,2,1,0,0,1,0,3,Grayson Allen,2024-01-29,PHO,@,MIA,W 118-105,1.5,11.0
,,,,,,*,33,3,3,1.0,1,1,1.0,,,,,1,2,0.5,0,5,5,1,0,0,1,2,8,Grayson Allen,2024-01-28,PHO,@,ORL,L 98-113,7.1,-9.0
,,,,,,*,37,4,5,0.8,2,3,0.667,,,,,1,1,1.0,0,3,3,1,0,1,2,5,11,Grayson Allen,2024-01-26,PHO,@,IND,L 131-133,7.4,-8.0
,,,,,,*,34,5,8,0.625,3,5,0.6,,,,,2,2,1.0,1,4,5,4,1,0,2,3,15,Grayson Allen,2024-01-24,PHO,@,DAL,W 132-109,13.9,26.0
,,,,,,*,36,3,6,0.5,3,4,0.75,,,,,0,0,,0,4,4,3,1,0,1,1,9,Grayson Allen,2024-01-22,PHO,,CHI,W 115-113,8.9,-13.0
,,,,,,*,36,6,9,0.667,0,0,,,,,,8,11,0.727,4,13,17,3,1,1,3,3,20,Jarrett Allen,2024-01-29,CLE,,LAC,W 118-108,21.2,11.0
,,,,,,*,36,9,20,0.45,0,0,,,,,,6,7,0.857,8,6,14,1,1,2,4,4,24,Jarrett Allen,2024-01-26,CLE,@,MIL,W 112-100,18.1,12.0
,,,,,,*,32,10,19,0.526,0,0,,,,,,1,2,0.5,4,8,12,5,0,0,1,0,21,Jarrett Allen,2024-01-24,CLE,@,MIL,L 116-126,19.0,-17.0
,,,,,,*,27,6,8,0.75,0,0,,,,,,2,4,0.5,5,6,11,4,0,2,2,2,14,Jarrett Allen,2024-01-22,CLE,@,ORL,W 126-99,16.7,21.0
,,,,,,*,33,6,8,0.75,0,0,,,,,,2,2,1.0,1,10,11,2,3,3,4,2,14,Jarrett Allen,2024-01-20,CLE,@,ATL,W 116-95,16.2,7.0
1995-96,23.0,MIN,NBA,SG,41.0,0.0,8.8,0.9,2.6,0.343,0.2,0.8,0.303,0.6,1.8,0.361,0.39,0.6,0.9,0.722,0.1,0.5,0.6,1.2,0.5,0.1,0.8,1.0,2.6,Jerome Allen,,,,,,,
1996-97,24.0,TOT,NBA,SG,76.0,1.0,12.4,1.0,2.9,0.353,0.4,1.2,0.323,0.6,1.7,0.375,0.421,0.6,0.9,0.583,0.3,1.0,1.3,2.0,0.4,0.1,0.9,1.1,3.0,Jerome Allen,,,,,,,
1996-97,24.0,IND,NBA,SG,51.0,1.0,13.6,1.1,2.9,0.388,0.5,1.2,0.39,0.7,1.7,0.386,0.466,0.5,0.9,0.574,0.3,1.0,1.3,2.1,0.5,0.0,1.1,1.3,3.2,Jerome Allen,,,,,,,
1996-97,24.0,DEN,NBA,SG,25.0,0.0,10.0,0.8,3.0,0.284,0.3,1.4,0.206,0.6,1.6,0.35,0.331,0.6,1.0,0.6,0.5,0.8,1.3,1.7,0.2,0.2,0.5,0.7,2.6,Jerome Allen,,,,,,,
Career,,,NBA,,117.0,1.0,11.2,1.0,2.8,0.35,0.3,1.1,0.317,0.6,1.7,0.37,0.411,0.6,0.9,0.63,0.3,0.8,1.1,1.7,0.4,0.1,0.9,1.1,2.9,Jerome Allen,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jerome Allen,,,,,,,
1 season,,IND,NBA,,51.0,1.0,13.6,1.1,2.9,0.388,0.5,1.2,0.39,0.7,1.7,0.386,0.466,0.5,0.9,0.574,0.3,1.0,1.3,2.1,0.5,0.0,1.1,1.3,3.2,Jerome Allen,,,,,,,
1 season,,MIN,NBA,,41.0,0.0,8.8,0.9,2.6,0.343,0.2,0.8,0.303,0.6,1.8,0.361,0.39,0.6,0.9,0.722,0.1,0.5,0.6,1.2,0.5,0.1,0.8,1.0,2.6,Jerome Allen,,,,,,,
1 season,,DEN,NBA,,25.0,0.0,10.0,0.8,3.0,0.284,0.3,1.4,0.206,0.6,1.6,0.35,0.331,0.6,1.0,0.6,0.5,0.8,1.3,1.7,0.2,0.2,0.5,0.7,2.6,Jerome Allen,,,,,,,
2017-18,25.0,BOS,NBA,PG,18.0,1.0,5.9,0.3,1.2,0.273,0.0,0.6,0.0,0.3,0.6,0.545,0.273,0.4,0.5,0.778,0.2,0.4,0.6,0.7,0.2,0.1,0.5,0.8,1.1,Kadeem Allen,,,,,,,
2018-19,26.0,NYK,NBA,PG,19.0,1.0,21.9,3.4,7.4,0.461,0.9,1.9,0.472,2.5,5.5,0.457,0.521,2.2,2.8,0.778,0.4,2.3,2.7,4.0,0.8,0.2,1.4,2.4,9.9,Kadeem Allen,,,,,,,
2019-20,27.0,NYK,NBA,PG,10.0,0.0,11.7,1.9,4.4,0.432,0.5,1.6,0.313,1.4,2.8,0.5,0.489,0.7,1.1,0.636,0.2,0.7,0.9,2.1,0.5,0.2,0.8,0.7,5.0,Kadeem Allen,,,,,,,
Career,,,NBA,,47.0,2.0,13.6,1.9,4.4,0.435,0.5,1.3,0.349,1.4,3.1,0.472,0.488,1.2,1.6,0.757,0.3,1.2,1.5,2.3,0.5,0.2,0.9,1.4,5.5,Kadeem Allen,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kadeem Allen,,,,,,,
2 seasons,,NYK,NBA,,29.0,1.0,18.4,2.9,6.4,0.454,0.8,1.8,0.423,2.1,4.6,0.466,0.514,1.7,2.2,0.754,0.3,1.7,2.1,3.3,0.7,0.2,1.2,1.8,8.2,Kadeem Allen,,,,,,,
1 season,,BOS,NBA,,18.0,1.0,5.9,0.3,1.2,0.273,0.0,0.6,0.0,0.3,0.6,0.545,0.273,0.4,0.5,0.778,0.2,0.4,0.6,0.7,0.2,0.1,0.5,0.8,1.1,Kadeem Allen,,,,,,,
2011-12,22.0,PHI,NBA,PF,41.0,15.0,15.2,1.9,4.1,0.473,0.0,0.0,,1.9,4.1,0.473,0.473,0.3,0.3,0.786,1.1,3.0,4.2,0.8,0.3,0.4,0.5,1.8,4.1,Lavoy Allen,,,,,,,
2012-13,23.0,PHI,NBA,C,79.0,37.0,21.1,2.6,5.7,0.454,0.0,0.0,0.0,2.6,5.7,0.455,0.454,0.5,0.8,0.717,2.0,3.0,5.0,0.9,0.3,0.7,0.7,2.3,5.8,Lavoy Allen,,,,,,,
2013-14,24.0,TOT,NBA,PF,65.0,2.0,16.5,2.1,4.6,0.447,0.0,0.2,0.154,2.0,4.4,0.46,0.45,0.5,0.8,0.66,1.8,3.0,4.8,1.1,0.4,0.5,0.7,1.9,4.7,Lavoy Allen,,,,,,,
2013-14,24.0,PHI,NBA,PF,51.0,2.0,18.8,2.3,5.2,0.44,0.0,0.3,0.154,2.3,5.0,0.455,0.444,0.5,0.8,0.675,2.1,3.4,5.4,1.3,0.4,0.5,0.8,2.3,5.2,Lavoy Allen,,,,,,,
2013-14,24.0,IND,NBA,PF,14.0,0.0,8.0,1.2,2.4,0.5,0.0,0.0,,1.2,2.4,0.5,0.5,0.4,0.7,0.6,0.9,1.5,2.4,0.4,0.1,0.4,0.3,0.8,2.9,Lavoy Allen,,,,,,,
2014-15,25.0,IND,NBA,C,63.0,0.0,17.0,2.2,4.7,0.472,0.0,0.0,,2.2,4.7,0.472,0.472,0.5,0.7,0.702,2.0,3.2,5.1,1.2,0.2,0.7,0.6,1.6,5.0,Lavoy Allen,,,,,,,
2015-16,26.0,IND,NBA,PF,79.0,28.0,20.2,2.4,4.7,0.516,0.0,0.0,,2.4,4.7,0.516,0.516,0.6,0.9,0.63,2.1,3.3,5.4,1.0,0.3,0.5,0.9,1.9,5.4,Lavoy Allen,,,,,,,
2016-17,27.0,IND,NBA,PF,61.0,5.0,14.3,1.3,2.8,0.458,0.0,0.0,0.0,1.3,2.7,0.461,0.458,0.4,0.5,0.697,1.7,1.9,3.6,0.9,0.3,0.4,0.5,1.3,2.9,Lavoy Allen,,,,,,,
Career,,,NBA,,388.0,87.0,17.8,2.1,4.5,0.471,0.0,0.0,0.133,2.1,4.5,0.474,0.472,0.5,0.7,0.682,1.8,2.9,4.8,1.0,0.3,0.6,0.7,1.8,4.8,Lavoy Allen,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lavoy Allen,,,,,,,
4 seasons,,IND,NBA,,217.0,33.0,16.8,2.0,4.0,0.489,0.0,0.0,0.0,2.0,4.0,0.49,0.489,0.5,0.8,0.663,1.9,2.8,4.6,1.0,0.3,0.5,0.7,1.6,4.4,Lavoy Allen,,,,,,,
3 seasons,,PHI,NBA,,171.0,54.0,19.0,2.4,5.2,0.453,0.0,0.1,0.143,2.3,5.1,0.458,0.454,0.5,0.7,0.711,1.8,3.1,4.9,1.0,0.3,0.6,0.7,2.2,5.2,Lavoy Allen,,,,,,,
1969-70,22.0,SEA,NBA,PG,81.0,,22.4,3.8,8.5,0.442,,,,,,,,2.2,3.1,0.731,,,2.6,4.2,,,,2.5,9.8,Lucius Allen,,,,,,,
1970-71,23.0,MIL,NBA,PG,61.0,,19.0,2.9,6.5,0.447,,,,,,,,1.3,1.8,0.7,,,2.5,2.6,,,,1.8,7.1,Lucius Allen,,,,,,,
1971-72,24.0,MIL,NBA,PG,80.0,,29.0,5.5,10.9,0.505,,,,,,,,2.5,3.2,0.764,,,3.2,4.2,,,,2.7,13.5,Lucius Allen,,,,,,,
1972-73,25.0,MIL,NBA,PG,80.0,,33.7,6.8,14.1,0.484,,,,,,,,1.8,2.5,0.715,,,3.5,5.3,,,,2.4,15.5,Lucius Allen,,,,,,,
1973-74,26.0,MIL,NBA,PG,72.0,,33.2,7.3,14.8,0.495,,,,,,,,3.0,3.8,0.788,1.2,2.8,4.0,5.2,1.9,0.3,,3.0,17.6,Lucius Allen,,,,,,,
1974-75,27.0,TOT,NBA,PG,66.0,,35.7,7.7,17.7,0.437,,,,,,,,3.6,4.6,0.778,1.4,2.8,4.2,5.6,2.1,0.4,,3.3,19.1,Lucius Allen,,,,,,,
1974-75,27.0,MIL,NBA,PG,10.0,,34.2,6.8,16.4,0.415,,,,,,,,3.1,3.7,0.838,0.9,2.2,3.1,5.3,1.4,0.1,,2.3,16.7,Lucius Allen,,,,,,,
1974-75,27.0,LAL,NBA,PG,56.0,,35.9,7.9,18.0,0.44,,,,,,,,3.7,4.8,0.77,1.4,3.0,4.4,5.7,2.2,0.5,,3.5,19.5,Lucius Allen,,,,,,,
1975-76,28.0,LAL,NBA,PG,76.0,,31.4,6.1,13.2,0.459,,,,,,,,2.6,3.3,0.776,0.8,2.0,2.8,4.7,1.3,0.3,,3.2,14.7,Lucius Allen,,,,,,,
1976-77,29.0,LAL,NBA,PG,78.0,,31.8,6.1,13.3,0.456,,,,,,,,2.5,3.2,0.774,0.7,2.5,3.2,5.2,1.5,0.2,,2.3,14.6,Lucius Allen,,,,,,,
1977-78,30.0,KCK,NBA,PG,77.0,,27.9,4.8,11.0,0.441,,,,,,,,2.3,2.9,0.791,0.9,2.1,3.0,4.7,1.2,0.4,2.8,2.3,11.9,Lucius Allen,,,,,,,
1978-79,31.0,KCK,NBA,PG,31.0,,13.3,2.2,5.6,0.397,,,,,,,,0.6,1.1,0.576,0.5,1.0,1.5,1.4,0.7,0.2,1.0,1.7,5.1,Lucius Allen,,,,,,,
Career,,,NBA,,702.0,,28.7,5.5,11.9,0.463,,,,,,,,2.3,3.1,0.76,1.0,2.3,3.1,4.5,1.5,0.3,2.3,2.6,13.4,Lucius Allen,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucius Allen,,,,,,,
5 seasons,,MIL,NBA,,303.0,,29.4,5.8,12.0,0.485,,,,,,,,2.2,2.9,0.756,1.2,2.7,3.3,4.4,1.8,0.3,,2.5,13.8,Lucius Allen,,,,,,,
3 seasons,,LAL,NBA,,210.0,,32.8,6.6,14.5,0.452,,,,,,,,2.9,3.7,0.773,1.0,2.4,3.4,5.1,1.6,0.3,,2.9,16.0,Lucius Allen,,,,,,,
2 seasons,,KCK,NBA,,108.0,,23.7,4.1,9.4,0.433,,,,,,,,1.8,2.3,0.763,0.7,1.8,2.5,3.7,1.1,0.3,2.3,2.1,10.0,Lucius Allen,,,,,,,
1 season,,SEA,NBA,,81.0,,22.4,3.8,8.5,0.442,,,,,,,,2.2,3.1,0.731,,,2.6,4.2,,,,2.5,9.8,Lucius Allen,,,,,,,
